timestamp_utc,mmsi,imo,vessel_name,lat,lon,course_deg,speed_knots,heading_deg,nav_status,draught_m,destination,eta_ais,eta_utc,ais_source,quality_flag
2026-08-28T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,19.60519,84.80653,305,9.4,305,Under way using engine,18.2,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,20.83025,86.7904,162,8.7,162,Under way using engine,14.43,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,21.85052,87.84734,185,8.0,185,Under way using engine,12.8,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,21.93595,88.03981,208,7.3,208,Under way using engine,10.54,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,20.25017,86.82756,231,11.5,231,Under way using engine,18.2,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,17.82348,83.39677,254,10.8,254,Under way using engine,14.43,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,17.91057,83.31369,277,10.1,277,Under way using engine,12.8,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,19.58811,84.83895,300,9.4,300,Under way using engine,10.54,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-29T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,21.03786,86.78941,323,8.7,323,Under way using engine,18.2,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,21.84738,87.83144,180,8.0,180,Under way using engine,14.43,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,21.91226,88.00468,203,7.3,203,Under way using engine,12.8,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,20.20116,86.79979,226,11.5,226,Under way using engine,10.54,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,17.76354,83.39738,249,10.8,249,Under way using engine,18.2,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,17.86235,83.34222,272,10.1,272,Under way using engine,14.43,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,19.5654,84.87381,295,9.4,295,Under way using engine,12.8,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,21.03515,86.80422,318,8.7,318,Under way using engine,10.54,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-30T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,22.05503,87.83252,341,8.0,341,Under way using engine,18.2,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,21.89426,87.97175,198,7.3,198,Under way using engine,14.43,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,20.15713,86.76804,221,11.5,221,Under way using engine,12.8,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,17.70409,83.39083,244,10.8,244,Under way using engine,10.54,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,17.80977,83.36583,267,10.1,267,Under way using engine,18.2,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,19.53678,84.90971,290,9.4,290,Under way using engine,14.43,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,21.02945,86.82524,313,8.7,313,Under way using engine,12.8,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,22.05385,87.82276,336,8.0,336,Under way using engine,10.54,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-08-31T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,22.10305,87.9744,359,7.3,359,Under way using engine,18.2,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,20.11863,86.73357,216,11.5,216,Under way using engine,14.43,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,17.64631,83.37739,239,10.8,239,Under way using engine,12.8,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,17.75373,83.38359,262,10.1,262,Under way using engine,10.54,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,19.50219,84.94523,285,9.4,285,Under way using engine,18.2,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,21.01977,86.85164,308,8.7,308,Under way using engine,14.43,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,22.05372,87.82006,331,8.0,331,Under way using engine,12.8,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,22.08985,87.94465,354,7.3,354,Under way using engine,10.54,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-01T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,20.32912,86.73654,17,11.5,17,Under way using engine,18.2,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,17.59131,83.3576,234,10.8,234,Under way using engine,14.43,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,17.69527,83.39479,257,10.1,257,Under way using engine,12.8,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,19.46181,84.97894,280,9.4,280,Under way using engine,10.54,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,21.00533,86.88235,303,8.7,303,Under way using engine,18.2,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,22.05343,87.82453,326,8.0,326,Under way using engine,14.43,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,22.08124,87.9195,349,7.3,349,Under way using engine,12.8,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,20.296,86.7008,12,11.5,12,Under way using engine,10.54,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-02T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,17.80328,83.35949,35,10.8,35,Under way using engine,18.2,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,17.63552,83.39897,252,10.1,252,Under way using engine,14.43,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,19.41605,85.0095,275,9.4,275,Under way using engine,12.8,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,20.98548,86.91616,298,8.7,298,Under way using engine,10.54,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,22.05182,87.836,321,8.0,321,Under way using engine,18.2,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,22.07637,87.89995,344,7.3,344,Under way using engine,14.43,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,20.26886,86.66502,7,11.5,7,Under way using engine,12.8,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,17.7517,83.33457,30,10.8,30,Under way using engine,10.54,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-03T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,17.84804,83.3989,53,10.1,53,Under way using engine,18.2,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,19.36555,85.0357,270,9.4,270,Under way using engine,14.43,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,20.95984,86.95172,293,8.7,293,Under way using engine,12.8,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,22.04774,87.854,316,8.0,316,Under way using engine,10.54,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,22.07424,87.88677,339,7.3,339,Under way using engine,18.2,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,20.24758,86.63064,2,11.5,2,Under way using engine,14.43,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,17.70468,83.30499,25,10.8,25,Under way using engine,12.8,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,17.78816,83.39651,48,10.1,48,Under way using engine,10.54,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-04T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,19.57744,85.03369,71,9.4,71,Under way using engine,18.2,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,20.92823,86.98761,288,8.7,288,Under way using engine,14.43,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,22.04016,87.87783,311,8.0,311,Under way using engine,12.8,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,22.07373,87.88051,334,7.3,334,Under way using engine,10.54,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,20.23183,86.59902,357,11.5,357,Under way using engine,18.2,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,17.6629,83.27195,20,10.8,20,Under way using engine,14.43,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,17.72927,83.38705,43,10.1,43,Under way using engine,12.8,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,19.5233,85.05497,66,9.4,66,Under way using engine,10.54,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-05T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,21.13859,86.98461,89,8.7,89,Under way using engine,18.2,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,22.02819,87.90653,306,8.0,306,Under way using engine,14.43,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,22.07367,87.8814,329,7.3,329,Under way using engine,12.8,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,20.22102,86.57143,352,11.5,352,Under way using engine,10.54,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,17.62682,83.23676,15,10.8,15,Under way using engine,18.2,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,17.67251,83.37089,38,10.1,38,Under way using engine,14.43,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,19.46612,85.07007,61,9.4,61,Under way using engine,12.8,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,21.10155,87.01955,84,8.7,84,Under way using engine,10.54,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-06T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,22.23686,87.90395,107,8.0,107,Under way using engine,18.2,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T00:00:00Z,419000000,9000000,Demo Bulk Carrier 01,22.07286,87.88941,324,7.3,324,Under way using engine,14.43,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T03:00:00Z,419000001,9000001,Demo Bulk Carrier 02,20.2144,86.54897,347,11.5,347,Under way using engine,12.8,INPRD,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T06:00:00Z,419000002,9000002,Demo Bulk Carrier 03,17.59668,83.20082,10,10.8,10,Under way using engine,10.54,INVTZ,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T09:00:00Z,419000003,9000003,Demo Bulk Carrier 04,17.61897,83.34868,33,10.1,33,Under way using engine,18.2,INGGV,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T12:00:00Z,419000004,9000004,Demo Bulk Carrier 05,19.40698,85.0784,56,9.4,56,Under way using engine,14.43,INGPR,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T15:00:00Z,419000005,9000005,Demo Bulk Carrier 06,21.05887,87.05211,79,8.7,79,Under way using engine,12.8,INDHM,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T18:00:00Z,419000006,9000006,Demo Bulk Carrier 07,22.22023,87.93611,102,8.0,102,Under way using engine,10.54,INSAG,,,SYNTHETIC_DEMO,SYNTHETIC
2026-09-07T21:00:00Z,419000007,9000007,Demo Bulk Carrier 08,22.28047,87.88847,125,7.3,125,Under way using engine,18.2,INHAL,,,SYNTHETIC_DEMO,SYNTHETIC
